Timestamp,MAX6675_TEMP_C,Custom_ADC,Custom_Vout,Custom_Resistance,Env_Temp_C,Env_Humidity_%
10/3/2025 23:52:41,90,2357,1.899,7373.78,22.99,62.28
10/3/2025 23:52:56,90.25,2320,1.87,7650.86,23.12,62.15
10/3/2025 23:53:05,91,2397,1.932,7083.85,23.2,61.55
10/3/2025 23:53:17,92,2453,1.977,6693.84,23.21,61.47
10/3/2025 23:53:27,92.25,2396,1.931,7090.99,23.25,61.43
10/3/2025 23:53:40,92.75,2479,1.998,6518.76,23.28,61.36
10/3/2025 23:53:49,93.25,2461,1.983,6639.58,23.35,61.56
10/3/2025 23:53:59,93.75,2435,1.962,6817.25,23.37,60.96
10/3/2025 23:54:10,94.25,2421,1.951,6914.5,23.36,60.88
10/3/2025 23:54:24,94.75,2391,1.927,7126.73,23.3,61.05
10/3/2025 23:54:31,95.25,2304,1.857,7773.44,23.27,61.1
10/3/2025 23:54:44,95.5,2302,1.855,7788.88,23.23,61.32
10/3/2025 23:54:53,95.5,2226,1.794,8396.23,23.22,61.31
10/3/2025 23:55:05,95.5,2379,1.917,7213.12,23.2,61.44
10/3/2025 23:55:16,96,2274,1.833,8007.92,23.21,61.47
10/3/2025 23:55:26,96,2320,1.87,7650.86,23.21,61.37
10/3/2025 23:55:38,96.25,2293,1.848,7858.7,23.18,61.25
10/3/2025 23:55:49,96.75,2352,1.895,7410.71,23.18,61.45
10/3/2025 23:56:02,96.75,2342,1.887,7485.05,23.2,61.44
10/3/2025 23:56:13,96.5,2354,1.897,7395.92,23.21,61.41
10/3/2025 23:56:25,96.5,2365,1.906,7315.01,23.22,61.26
10/3/2025 23:56:37,96.5,2349,1.893,7432.95,23.2,61.32
10/3/2025 23:56:47,96.25,2214,1.784,8495.94,23.21,61.27
10/3/2025 23:57:00,96.75,2415,1.946,6956.52,23.22,61.61
10/3/2025 23:57:10,96,2426,1.955,6879.64,23.27,61.21
10/3/2025 23:57:20,96.25,2152,1.734,9028.81,23.29,61.02
10/3/2025 23:57:32,96.75,2228,1.795,8379.71,23.3,60.99
10/3/2025 23:57:42,96.25,2332,1.879,7560.03,23.28,61.28
10/3/2025 23:57:56,97,2367,1.907,7300.38,23.28,61.15
10/3/2025 23:58:06,96.75,2224,1.792,8412.77,23.26,61.3
10/3/2025 23:58:20,97,2332,1.879,7560.03,23.25,61.39
10/3/2025 23:58:28,97,2305,1.858,7765.73,23.27,61.35
10/3/2025 23:58:37,97.75,2311,1.862,7719.6,23.28,61.2
10/3/2025 23:58:46,98,2289,1.845,7889.91,23.29,61.4
10/3/2025 23:58:58,98,2285,1.841,7921.22,23.32,61.52
10/3/2025 23:59:09,97.25,2301,1.854,7796.61,23.31,61.49
10/3/2025 23:59:19,97.25,2320,1.87,7650.86,23.28,61.5
10/3/2025 23:59:28,98,2295,1.849,7843.14,23.24,61.52
10/3/2025 23:59:39,98,2273,1.832,8015.84,23.25,61.6
10/3/2025 23:59:51,98.25,2270,1.829,8039.65,23.23,61.5
10/4/2025 0:00:01,98,2237,1.803,8305.77,23.17,62.05
10/4/2025 0:00:14,97.75,2201,1.774,8605.18,23.17,62.03
10/4/2025 0:00:24,97.75,2235,1.801,8322.15,23.18,61.92
10/4/2025 0:00:39,98,2238,1.804,8297.59,23.2,62.12
10/4/2025 0:00:48,97.5,2455,1.978,6680.24,23.16,62.15
10/4/2025 0:00:56,98,2698,2.174,5177.91,23.13,62.26
10/4/2025 0:01:06,98,2637,2.125,5529.01,23.1,62.51
10/4/2025 0:01:19,98,2668,2.15,5348.58,23.13,62.58
10/4/2025 0:01:28,97.5,2640,2.127,5511.36,23.12,62.52
10/4/2025 0:01:41,97.75,2624,2.115,5605.95,23.11,62.6
10/4/2025 0:01:51,97.75,2608,2.102,5701.69,23.11,62.97
10/4/2025 0:02:04,97,2559,2.062,6002.34,23.2,62.53
10/4/2025 0:02:14,97.75,2448,1.973,6727.94,23.24,62.89
10/4/2025 0:02:26,97.5,2633,2.122,5552.6,23.26,62.58
10/4/2025 0:02:36,97.5,2629,2.119,5576.26,23.31,62.24
10/4/2025 0:02:48,97,2449,1.974,6721.11,23.29,62.17
10/4/2025 0:02:59,97,2471,1.991,6572.24,23.23,62.43
10/4/2025 0:03:11,97,2473,1.993,6558.84,23.25,62.39
10/4/2025 0:03:23,96.75,2498,2.013,6393.12,23.26,62.29
10/4/2025 0:03:34,97,2450,1.974,6714.29,23.29,62.25
10/4/2025 0:03:47,96.75,2374,1.913,7249.37,23.3,62.03
10/4/2025 0:03:57,97,2409,1.941,6998.75,23.35,61.99
10/4/2025 0:04:08,97.5,2419,1.949,6928.48,23.38,61.74
10/4/2025 0:04:20,97.25,2416,1.947,6949.5,23.37,61.78
10/4/2025 0:04:28,97.5,2418,1.949,6935.48,23.35,61.77
10/4/2025 0:04:42,97.75,2433,1.961,6831.07,23.35,61.79
10/4/2025 0:04:52,97.5,2401,1.935,7055.39,23.31,62.07
10/4/2025 0:05:03,98,2427,1.956,6872.68,23.32,62.2
10/4/2025 0:05:12,97.75,2378,1.916,7220.35,23.28,62.19
10/4/2025 0:05:25,98.25,2608,2.102,5701.69,23.3,62.21
10/4/2025 0:05:36,98.25,2325,1.874,7612.9,23.37,62.24
10/4/2025 0:05:45,98.25,2531,2.04,6179.38,23.41,61.51
10/4/2025 0:05:56,98,2493,2.009,6425.99,23.38,61.54
10/4/2025 0:06:09,98.5,2526,2.036,6211.4,23.37,61.46
10/4/2025 0:06:18,99.25,2526,2.036,6211.4,23.37,61.51
10/4/2025 0:06:30,99,2496,2.011,6406.25,23.36,61.57
10/4/2025 0:06:40,99.5,2559,2.062,6002.34,23.35,61.73
10/4/2025 0:06:51,99.75,2457,1.98,6666.67,23.29,61.9
10/4/2025 0:07:03,100,2470,1.99,6578.95,23.23,61.79
10/4/2025 0:07:13,99.75,2523,2.033,6230.68,23.14,62.03
10/4/2025 0:07:26,100,2374,1.913,7249.37,23.2,62.35
10/4/2025 0:07:34,100,2677,2.157,5296.98,23.26,61.87
10/4/2025 0:07:46,100,2349,1.893,7432.95,23.28,61.76
10/4/2025 0:07:58,100.25,2410,1.942,6991.7,23.24,61.8
10/4/2025 0:08:11,99.5,2704,2.179,5144.23,23.2,62.49
10/4/2025 0:08:22,100,2224,1.792,8412.77,23.17,62.28
10/4/2025 0:08:35,100.5,2506,2.019,6340.78,23.2,62.02
10/4/2025 0:08:45,100.5,2312,1.863,7711.94,23.22,61.85
10/4/2025 0:08:57,100.5,2539,2.046,6128.4,23.15,62.18
10/4/2025 0:09:09,100,2461,1.983,6639.58,23.11,62.37
10/4/2025 0:09:20,100.5,2482,2,6498.79,23.21,62.68
10/4/2025 0:09:30,100.75,2215,1.785,8487.58,23.24,62.24
10/4/2025 0:09:40,100,2209,1.78,8537.8,23.25,61.75
10/4/2025 0:09:51,100.25,2425,1.954,6886.6,23.24,61.92
10/4/2025 0:10:04,100.25,2397,1.932,7083.85,23.25,62.17
10/4/2025 0:10:15,100,2498,2.013,6393.12,23.23,62.21
10/4/2025 0:10:24,99.5,2160,1.741,8958.33,23.17,61.99
10/4/2025 0:10:37,100,2150,1.733,9046.51,23.15,61.91
10/4/2025 0:10:47,100.25,2459,1.982,6653.11,23.13,62.05
10/4/2025 0:10:58,100.25,2513,2.025,6295.27,23.08,62.46
10/4/2025 0:11:08,99.75,2527,2.036,6204.99,23,62.62
10/4/2025 0:11:18,99.75,2148,1.731,9064.25,23.02,62.42
10/4/2025 0:11:31,100,2153,1.735,9019.97,23.01,62.4
10/4/2025 0:11:42,99.5,2174,1.752,8836.25,23.01,62.82
10/4/2025 0:11:52,99.75,2189,1.764,8707.17,23.06,62.5
10/4/2025 0:12:03,99.5,2413,1.945,6970.58,23.07,62.33
10/4/2025 0:12:14,99.75,2176,1.754,8818.93,23.1,62.27
10/4/2025 0:12:27,100,2167,1.746,8897.09,23.1,62.01
10/4/2025 0:12:36,99.5,2165,1.745,8914.55,23.06,63.45
10/4/2025 0:12:49,100,2171,1.75,8862.28,23.07,63.1
10/4/2025 0:12:57,100,2176,1.754,8818.93,23.07,62.31
10/4/2025 0:13:09,99.5,2174,1.752,8836.25,23.08,62.57
10/4/2025 0:13:23,99.75,2214,1.784,8495.94,23.08,62.36
10/4/2025 0:13:31,99.75,2461,1.983,6639.58,23.07,62.61
10/4/2025 0:13:47,99.75,2224,1.792,8412.77,23.12,62.28
10/4/2025 0:13:59,99.75,2381,1.919,7198.66,23.12,62.07
10/4/2025 0:14:08,99.75,2289,1.845,7889.91,23.07,62.08
10/4/2025 0:14:19,99.5,2327,1.875,7597.77,23.05,62.29
10/4/2025 0:14:32,99.5,2315,1.866,7688.98,23.02,62.35
10/4/2025 0:14:41,99.75,2320,1.87,7650.86,22.99,62.18
10/4/2025 0:14:50,99.25,2321,1.87,7643.26,22.99,62.23
10/4/2025 0:15:03,99.75,2294,1.849,7850.92,22.98,62.22
10/4/2025 0:15:13,99.25,2305,1.858,7765.73,22.98,62.37
10/4/2025 0:15:23,99.75,2324,1.873,7620.48,23.01,62.37
10/4/2025 0:15:35,100.5,2276,1.834,7992.09,23.08,62.08
10/4/2025 0:15:44,100.5,2365,1.906,7315.01,23.1,61.94
10/4/2025 0:15:56,101.25,2405,1.938,7027.03,23.13,61.83
10/4/2025 0:16:06,101.75,2539,2.046,6128.4,23.18,61.89
10/4/2025 0:16:19,102.25,2597,2.093,5768.19,23.25,61.54
10/4/2025 0:16:28,103.5,2384,1.921,7177.01,23.25,62.47
10/4/2025 0:16:41,104,2427,1.956,6872.68,23.29,61.78
10/4/2025 0:16:52,104.25,2416,1.947,6949.5,23.31,61.36
10/4/2025 0:17:02,104.75,2557,2.061,6014.86,23.31,61.38
10/4/2025 0:17:13,105,2475,1.995,6545.45,23.26,61.66
10/4/2025 0:17:24,106.25,2454,1.978,6687.04,23.23,61.94
10/4/2025 0:17:35,106.25,2384,1.921,7177.01,23.2,62.51
10/4/2025 0:17:46,106,2419,1.949,6928.48,23.21,62
10/4/2025 0:17:57,106,2368,1.908,7293.07,23.28,62.08
10/4/2025 0:18:10,106.25,2509,2.022,6321.24,23.25,61.99
10/4/2025 0:18:19,106.5,2528,2.037,6198.58,23.26,61.58
10/4/2025 0:18:30,106.5,2469,1.99,6585.66,23.27,61.73
10/4/2025 0:18:40,106.75,2496,2.011,6406.25,23.29,61.83
10/4/2025 0:18:53,107,2539,2.046,6128.4,23.32,61.68
10/4/2025 0:19:04,106.75,2493,2.009,6425.99,23.28,62.98
10/4/2025 0:19:13,106.75,2598,2.094,5762.13,23.23,62.5
10/4/2025 0:19:26,106.75,2736,2.205,4967.11,23.22,62.08
